,label,text
90,0,"['Yeah', 'Donâ€', 'stand', 'close', 'tho', 'youâ€l', 'catch', 'something']"
91,0,"['Sorry', 'pain', 'ok', 'meet', 'another', 'night', 'spent', 'late', 'afternoon', 'casualty', 'means', 'havent', 'done', 'stuff42moro', 'includes', 'time', 'sheets', 'Sorry']"
92,0,"['Smile', 'Pleasure', 'Smile', 'Pain', 'Smile', 'trouble', 'pours', 'like', 'Rain', 'Smile', 'sum1', 'Hurts', 'U', 'Smile', 'becoz', 'SOMEONE', 'still', 'Loves', 'see', 'u', 'Smiling']"
93,1,"['Please', 'call', 'customer', 'service', 'representative', '0800', '169', '6031', '10am9pm', 'guaranteed', 'Â£1000', 'cash', 'Â£5000', 'prize']"
94,0,"['Havent', 'planning', 'buy', 'later', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon', 'U', 'finish', 'work', 'already']"
95,1,"['free', 'ringtone', 'waiting', 'collected', 'Simply', 'text', 'password', 'MIX', '85069', 'verify', 'Get', 'Usher', 'Britney', 'FML']"
96,0,"['Watching', 'telugu', 'moviewat', 'abt', 'u']"
97,0,"['see', 'finish', 'loads', 'loans', 'pay']"
98,0,"['Hi', 'Wk', 'ok', 'hols', 'Yes', 'bit', 'run', 'Forgot', 'hairdressers', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand', 'cause', 'prob', 'u', 'ham']"
99,0,"['Please', 'dont', 'text', 'anymore', 'nothing', 'else', 'say']"
100,0,"['Okay', 'name', 'ur', 'price', 'long', 'legal', 'Wen', 'pick', 'u', 'ave', 'x', 'ams', 'xx']"
101,0,"['Im', 'still', 'looking', 'car', 'buy', 'gone', '4the', 'driving', 'test', 'yet']"
103,0,"['wow', 'Youre', 'right', 'didnt', 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'changed', 'Cuz', 'signin', 'page', 'still', 'says', 'boston']"
104,0,"['Umma', 'life', 'vava', 'umma', 'love', 'lot', 'dear']"
105,0,"['Thanks', 'lot', 'wishes', 'birthday', 'Thanks', 'making', 'birthday', 'truly', 'memorable']"
106,0,"['Aight', 'Ill', 'hit', 'get', 'cash']"
107,0,"['would', 'ip', 'address', 'test', 'considering', 'computer', 'isnt', 'minecraft', 'server']"
108,0,"['know', 'Grumpy', 'old', 'people', 'mom', 'like', 'better', 'lying', 'always', 'one', 'play', 'jokes']"
109,0,"['Dont', 'worry', 'guess', 'hes', 'busy']"
110,0,"['plural', 'noun', 'research']"
111,0,"['Going', 'dinnermsg']"
112,0,"['Im', 'ok', 'wif', 'cos', 'like', '2', 'try', 'new', 'things', 'scared', 'u', 'dun', 'like', 'mah', 'Cos', 'u', 'said', 'loud']"
113,1,"['GENT', 'trying', 'contact', 'Last', 'weekends', 'draw', 'shows', 'Â£1000', 'prize', 'GUARANTEED', 'Call', '09064012160', 'Claim', 'Code', 'K52', 'Valid', '12hrs', '150ppm']"
114,0,"['Wa', 'ur', 'openin', 'sentence', 'formal', 'Anyway', 'im', 'fine', 'juz', 'tt', 'im', 'eatin', 'much', 'n', 'puttin', 'weightHaha', 'anythin', 'special', 'happened']"
115,0,"['entered', 'cabin', 'PA', 'said', 'Happy', 'Bday', 'Boss', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']"
116,1,"['winner', 'U', 'specially', 'selected', '2', 'receive', 'Â£1000', '4', 'holiday', 'flights', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810910pmin', '18']"
117,0,"['Goodo', 'Yes', 'must', 'speak', 'friday', 'eggpotato', 'ratio', 'tortilla', 'needed']"
118,0,"['Hmmmy', 'uncle', 'informed', 'hes', 'paying', 'school', 'directly', 'pls', 'buy', 'food']"
119,1,"['PRIVATE', '2004', 'Account', 'Statement', '07742676969', 'shows', '786', 'unredeemed', 'Bonus', 'Points', 'claim', 'call', '08719180248', 'Identifier', 'Code', '45239', 'Expires']"
120,1,"['URGENT', 'Mobile', 'awarded', 'Â£2000', 'Bonus', 'Caller', 'Prize', '5903', 'final', 'try', 'contact', 'U', 'Call', 'Landline', '09064019788', 'BOX42WR29C', '150PPM']"
121,0,"['new', 'address', 'applespairsall', 'malarky']"
122,1,"['Todays', 'Voda', 'numbers', 'ending', '7548', 'selected', 'receive', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rates', 'app']"
123,0,"['going', 'sao', 'mu', 'today', 'done', '12']"
124,0,"['Ãœ', 'predict', 'wat', 'time', 'finish', 'buying']"
125,0,"['Good', 'stuff']"
126,0,"['knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'sent', 'text', 'bother', 'sending', 'dont', 'involve', 'anything', 'shouldnt', 'imposed', 'anything', 'first', 'place', 'apologise']"
127,0,['room']
128,0,"['HEY', 'GIRL', 'R', 'U', 'HOPE', 'U', 'R', 'WELL', 'DEL', 'R', 'BAK', 'LONG', 'TIME', 'C', 'GIVE', 'CALL', 'SUM', 'TIME', 'LUCYxx']"
129,0,"['Kkhow', 'much', 'cost']"
130,0,"['Im', 'home']"
131,0,"['Dear', 'call', 'Tmorrowpls', 'accomodate']"
132,0,"['First', 'answer', 'question']"
133,1,"['Sunshine', 'Quiz', 'Wkly', 'Q', 'Win', 'top', 'Sony', 'DVD', 'player', 'u', 'know', 'country', 'Algarve', 'Txt', 'ansr', '82277', 'Â£150', 'SPTyrone']"
134,1,"['Want', '2', 'get', 'laid', 'tonight', 'Want', 'real', 'Dogging', 'locations', 'sent', 'direct', '2', 'ur', 'mob', 'Join', 'UKs', 'largest', 'Dogging', 'Network', 'bt', 'Txting', 'GRAVEL', '69888', 'Nt', 'ec2a', '31pmsg150p']"
135,0,"['haf', 'msn', 'yijuehotmailcom']"
136,0,"['call', 'meet']"
137,0,"['check', 'rooms', 'befor', 'activities']"
138,1,"['Youll', 'rcv', 'msgs', 'chat', 'svc', 'FREE', 'Hardcore', 'services', 'text', 'GO', '69988', 'u', 'get', 'nothing', 'u', 'must', 'Age', 'Verify', 'yr', 'network', 'try']"
139,0,"['Got', 'c', 'lazy', 'type', 'forgot', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']"
140,0,"['K', 'text', 'youre', 'way']"
141,0,"['Sir', 'Waiting', 'mail']"
142,0,"['swt', 'thought', 'Nver', 'get', 'tired', 'little', 'things', '4', 'lovable', 'persons', 'Cozsomtimes', 'little', 'things', 'occupy', 'biggest', 'part', 'Hearts', 'Gud', 'ni8']"
143,0,"['know', 'pls', 'open', 'back']"
144,0,"['Yes', 'see', 'ya', 'dot']"
145,0,"['Whats', 'staff', 'name', 'taking', 'class', 'us']"
146,1,"['FreeMsg', 'havent', 'replied', 'text', 'Im', 'Randy', 'sexy', 'female', 'live', 'local', 'Luv', 'hear', 'u', 'Netcollex', 'Ltd', '08700621170150p', 'per', 'msg', 'reply', 'Stop', 'end']"
147,0,"['Ummmawill', 'call', 'check', 'inour', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']"
148,0,"['Ki', 'deleted', 'contact']"
149,0,"['Sindu', 'got', 'job', 'birla', 'soft']"
150,0,"['wine', 'flowing', 'im', 'nevering']"
151,0,"['Yup', 'thk', 'cine', 'better', 'cos', 'need', '2', 'go', '2', 'plaza', 'mah']"
152,0,"['Ok', 'Ur', 'typical', 'reply']"
154,0,"['everywhere', 'dirt', 'floor', 'windows', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'comes', 'flowing', 'dream', 'world', 'without', 'half', 'chores', 'time', 'joy', 'lots', 'tv', 'shows', 'ill', 'see', 'guess', 'like', 'things', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']"
155,0,"['Aaooooright', 'work']"
156,0,"['Im', 'leaving', 'house']"
157,0,"['Hello', 'love', 'get', 'interview', 'today', 'happy', 'good', 'boy', 'think', 'meAre', 'missing']"
158,1,"['Customer', 'service', 'annoncement', 'New', 'Years', 'delivery', 'waiting', 'Please', 'call', '07046744435', 'arrange', 'delivery']"
159,1,"['winner', 'U', 'specially', 'selected', '2', 'receive', 'Â£1000', 'cash', '4', 'holiday', 'flights', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']"
160,0,"['Keep', 'safe', 'need', 'miss', 'already', 'envy', 'everyone', 'sees', 'real', 'life']"
161,0,"['New', 'car', 'house', 'parentsi', 'new', 'job', 'hand']"
162,0,"['Im', 'love', 'Im', 'excited', 'day', 'spend', 'make', 'happy']"
163,1,"['PLS', 'STOP', 'bootydelious', '32F', 'inviting', 'friend', 'Reply', 'YES434', 'NO434', 'See', 'wwwSMSacubootydelious', 'STOP', 'Send', 'STOP', 'FRND', '62468']"
164,1,"['BangBabes', 'Ur', 'order', 'way', 'U', 'receive', 'Service', 'Msg', '2', 'download', 'UR', 'content', 'U', 'GoTo', 'wap', 'bangb', 'tv', 'UR', 'mobile', 'internetservice', 'menu']"
165,0,"['place', 'ur', 'points', 'e', 'cultures', 'module', 'already']"
166,1,"['URGENT', 'trying', 'contact', 'Last', 'weekends', 'draw', 'shows', 'Â£900', 'prize', 'GUARANTEED', 'Call', '09061701939', 'Claim', 'code', 'S89', 'Valid', '12hrs']"
167,0,"['Hi', 'frnd', 'best', 'way', 'avoid', 'missunderstding', 'wit', 'beloved', 'ones']"
168,0,"['Great', 'escape', 'fancy', 'bridge', 'needs', 'lager', 'See', 'tomo']"
169,0,"['Yes', 'completely', 'formclark', 'also', 'utter', 'waste']"
170,0,"['Sir', 'need', 'AXIS', 'BANK', 'account', 'bank', 'address']"
171,0,"['Hmmm', 'Thk', 'sure', 'got', 'time', 'hop', 'ard', 'Ya', 'go', '4', 'free', 'abt', 'Muz', 'call', 'u', 'discuss', 'liao']"
172,0,"['time', 'coming', 'later']"
173,0,"['Bloody', 'hell', 'cant', 'believe', 'forgot', 'surname', 'Mr', 'Ill', 'give', 'u', 'clue', 'spanish', 'begins']"
174,0,"['Well', 'im', 'gonna', 'finish', 'bath', 'goodfine', 'night']"
175,0,"['Let', 'know', 'youve', 'got', 'money', 'carlos', 'make', 'call']"
176,0,"['U', 'still', 'going', 'mall']"
177,0,"['Turns', 'friends', 'staying', 'whole', 'show', 'wont', 'back', 'til', 'ltgt', 'feel', 'free', 'go', 'ahead', 'smoke', 'ltgt', 'worth']"
178,0,"['Text', 'doesnt', 'reply', 'let', 'know', 'log']"
179,0,"['Hi', 'spoke', 'MANEESHA', 'V', 'Wed', 'like', 'know', 'satisfied', 'experience', 'Reply', 'Toll', 'Free', 'Yes']"
180,0,"['lifted', 'hopes', 'offer', 'money', 'need', 'Especially', 'end', 'month', 'approaches', 'hurts', 'studying', 'Anyways', 'gr8', 'weekend']"
181,0,"['Lol', 'U', 'trust']"
182,0,"['ok', 'gentleman', 'treat', 'dignity', 'respect']"
183,0,"['guys', 'close']"
184,0,"['Going', 'nothing', 'greatbye']"
185,0,"['Hello', 'handsome', 'finding', 'job', 'lazy', 'Working', 'towards', 'getting', 'back', 'net', 'mummy', 'Wheres', 'boytoy', 'miss']"
186,0,"['Haha', 'awesome', 'minute']"
187,1,"['Please', 'call', 'customer', 'service', 'representative', 'FREEPHONE', '0808', '145', '4742', '9am11pm', 'guaranteed', 'Â£1000', 'cash', 'Â£5000', 'prize']"
188,0,"['got', 'Xmas', 'radio', 'times', 'get']"
189,0,"['jus', 'reached', 'home', 'go', 'bathe', 'first', 'sis', 'using', 'net', 'tell', 'u', 'finishes', 'k']"
190,1,"['unique', 'enough', 'Find', '30th', 'August', 'wwwareyouuniquecouk']"
191,0,"['Im', 'sorry', 'Ive', 'joined', 'league', 'people', 'dont', 'keep', 'touch', 'mean', 'great', 'deal', 'friend', 'times', 'even', 'great', 'personal', 'cost', 'great', 'week']"
192,0,"['Hi', 'finally', 'completed', 'course']"
193,0,"['stop', 'however', 'suggest', 'stays', 'someone', 'able', 'give', 'ors', 'every', 'stool']"
194,0,"['Hope', 'youve', 'settled', 'new', 'school', 'year', 'wishin', 'gr8', 'day']"
195,0,"['Gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
196,0,"['u', 'got', 'persons', 'story']"
197,0,"['hamster', 'dead', 'Hey', 'tmr', 'meet', '1pm', 'orchard', 'mrt']"
198,0,"['Hi', 'Kate', 'evening', 'hope', 'see', 'tomorrow', 'bit', 'bloody', 'babyjontet', 'Txt', 'back', 'u', 'xxx']"
199,0,"['Found', 'ENC', 'ltgt']"
200,0,"['sent', 'ltgt', 'bucks']"
201,0,"['Hello', 'darlin', 'ive', 'finished', 'college', 'txt', 'u', 'finish', 'u', 'love', 'Kate', 'xxx']"
202,0,"['account', 'refilled', 'successfully', 'INR', 'ltDECIMALgt', 'KeralaCircle', 'prepaid', 'account', 'balance', 'Rs', 'ltDECIMALgt', 'Transaction', 'ID', 'KR', 'ltgt']"
203,0,"['Goodmorning', 'sleeping', 'ga']"
204,0,"['U', 'call', 'alter', '11', 'ok']"
205,0,"['Ãœ', 'say', 'like', 'dat', 'dun', 'buy', 'ericsson', 'oso', 'cannot', 'oredi', 'lar']"
207,0,"['Aight', 'yo', 'dats', 'straight', 'dogg']"
208,0,"['please', 'give', 'us', 'connection', 'today', 'ltDECIMALgt', 'refund', 'bill']"
209,0,"['shoot', 'big', 'loads', 'get', 'ready']"
210,0,"['Whats', 'bruv', 'hope', 'great', 'break', 'rewarding', 'semester']"
211,0,"['Home', 'always', 'chat']"
212,0,"['Kkgoodstudy', 'well']"
213,0,"['Yup', 'noe', 'leh']"
214,0,"['Sounds', 'great', 'home']"
215,0,"['Finally', 'match', 'heading', 'towards', 'draw', 'prediction']"
216,0,"['Tired', 'havent', 'slept', 'well', 'past', 'nights']"
217,0,"['Easy', 'ahsen', 'got', 'selected', 'means', 'good']"
218,0,"['take', 'exam', 'march', '3']"
219,0,"['Yeah', 'think', 'use', 'gt', 'atm', 'register', 'sure', 'theres', 'anyway', 'help', 'let', 'know', 'sure', 'ready']"
220,0,"['Ok', 'prob', 'Take', 'ur', 'time']"
221,0,"['os', 'called', 'ubandu', 'run', 'without', 'installing', 'hard', 'diskyou', 'use', 'os', 'copy', 'important', 'files', 'system', 'give', 'repair', 'shop']"
223,0,"['U', 'say', 'leh', 'course', 'nothing', 'happen', 'lar', 'say', 'v', 'romantic', 'jus', 'bit', 'lor', 'thk', 'e', 'nite', 'scenery', 'nice', 'leh']"
224,1,"['500', 'New', 'Mobiles', '2004', 'MUST', 'GO', 'Txt', 'NOKIA', '89545', 'collect', 'todayFrom', 'Â£1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18']"
225,0,"['Would', 'really', 'appreciate', 'call', 'need', 'someone', 'talk']"
226,1,"['u', 'meet', 'ur', 'dream', 'partner', 'soon', 'ur', 'career', '2', 'flyng', 'start', '2', 'find', 'free', 'txt', 'HORO', 'followed', 'ur', 'star', 'sign', 'e', 'g', 'HORO', 'ARIES']"
227,0,"['Hey', 'company', 'elama', 'po', 'mudyadhu']"
228,0,"['Life', 'strict', 'teacher', 'Bcoz', 'Teacher', 'teaches', 'lesson', 'amp', 'conducts', 'exam', 'Life', 'first', 'conducts', 'Exam', 'amp', 'teaches', 'Lessons', 'Happy', 'morning']"
229,0,"['Dear', 'good', 'morning']"
230,0,"['Get', 'gandhipuram', 'walk', 'cross', 'cut', 'road', 'Right', 'side', 'ltgt', 'street', 'road', 'turn', 'first', 'right']"
231,0,"['Dear', 'going', 'rubber', 'place']"
232,0,"['Sorry', 'battery', 'died', 'yeah', 'Im']"
233,0,"['Yeshere', 'tv', 'always', 'available', 'work', 'place']"
234,1,"['Text', 'meet', 'someone', 'sexy', 'today', 'U', 'find', 'date', 'even', 'flirt', 'U', 'Join', '4', '10p', 'REPLY', 'NAME', 'AGE', 'eg', 'Sam', '25', '18', 'msg', 'recdthirtyeight', 'pence']"
235,0,"['printed', 'oh', 'ltgt', 'come', 'upstairs']"
236,0,"['ill', 'little', 'closer', 'like', 'bus', 'stop', 'street']"
237,0,"['youwhen', 'wil', 'reach']"
238,0,"['New', 'Theory', 'Argument', 'wins', 'SITUATION', 'loses', 'PERSON', 'dont', 'argue', 'ur', 'friends', 'kick', 'amp', 'say', 'Im', 'always', 'correct']"
239,1,"['U', '447801259231', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'Ufind', 'Rreveal', 'thinks', 'UR', 'specialcall', '09058094597']"
240,0,"['Tomarrow', 'final', 'hearing', 'laptop', 'case', 'cant']"
241,0,"['PLEASSSSSSSEEEEEE', 'TEL', 'V', 'AVENT', 'DONE', 'SPORTSx']"
242,0,"['Okay', 'shining', 'meant', 'signing', 'sounds', 'better']"
243,0,"['Although', 'told', 'u', 'dat', 'im', 'baig', 'face', 'watches', 'really', 'like', 'e', 'watch', 'u', 'gave', 'cos', 'fr', 'u', 'Thanx', '4', 'everything', 'dat', 'uve', 'done', 'today', 'im', 'touched']"
244,0,"['U', 'dont', 'remember', 'old', 'commercial']"
245,0,"['late', 'said', 'website', 'didnt', 'dont', 'slippers']"
246,0,"['asked', 'call', 'ok']"
247,0,"['Kallis', 'wont', 'bat', '2nd', 'innings']"
248,0,"['didnt', 'work', 'oh', 'Ok', 'goodnight', 'Ill', 'fix', 'ready', 'time', 'wake', 'dearly', 'missed', 'good', 'night', 'sleep']"
249,1,"['Congratulations', 'ur', 'awarded', '500', 'CD', 'vouchers', '125gift', 'guaranteed', 'Free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'MUSIC', '87066', 'TnCs', 'wwwLdewcom1win150ppmx3age16']"
250,0,"['Ranjith', 'cal', 'drpd', 'Deeraj', 'deepak', '5min', 'hold']"
